normalized_breed
bichon frise
chihuahua
lab mix
dachshund
terrier
ger shepherd
schnoodle
labrador retriever
shih tzu
old eng sheepdog
maltese
mixed
chihuahua mix
boxer mix
ger shepherd mix
am pit bull terrier
cocker spaniel
eng springer spanie
beagle
golden retriever
cocker spaniel mix
w hghlnd wh terrier
goldendoodle
lhasa apso
parson russell terr
sib husky
bord collie
brittany spaniel
boston terrier
vizsla
beagle mix
labradoodle
airedale terrier
pekingese
yorkshire terrier
weimaraner
welsh corgi pembrok
am eskimo dog
boxer
cockapoo
basset hound
lhasa apso mix
akita
bord collie mix
shih tzu mix
greyhound
welsh corgi cardiga
hound mix
eng cocker spaniel
poodle min
fox terrier wire
doberman pinscher
tree walk coonhound
retriever mix
shetland sheepdog
shiba inu
collie mix
doberman mix
french bulldog
shetland sheep mix
poodle mix
pug
pomeranian
schnauzer min
cav king char spani
rat terrier
sib husky mix
yorkshire terr mix
st bernard
havanese
puli
brussels griffon
terrier mix
chow chow mix
puggle
eng setter
norw elkhound
am pitt bull mix
eng bulldog
schipperke
poodle toy
collie
aus cattle dog
poodle standard
ger shorthair point
shepherd mix
peekapoo
blue heeler
papillon
aus shepherd
great dane
tag
manchester terrier
ori pei
dalmation mix
cairn terrier
maltese mix
min pinscher
samoyed
japanese chin
scottish terrier
whippet
rottweiler
chow chow
bishon frise mix
redtick coonhound
norfolk terrier
bernese mtn dog
portugese water dog
pomeranian mix
golden retriev mix
am foxhound
other
eng pointer
mi-ki
black&tan coonhound
newfoundland
ches bay retriever
keeshond
blackmouth cur
mountain cur
italian greyhound
gordon setter
am bulldog
chinese crested
llewellin setter
welsh terrier
irish setter
basenji
anatolian shepherd
lakeland terrier
sft coat wheat terr
fox terrier toy
dalmatian
dachshund mix
min aus shepherd
alas malamute
schnauzer standard
glen of imaal terri
eng foxhound
great pyrenees
dingo
coton de tulear
bull terrier
chinese shar-pei
borzoi
basset hound mix
english mastiff
pointer
irish terrier
bloodhound
sheltand sheepdog
bullmastiff
aus terrier
belg malinois
border terrier
morkie
shiloh ger shepherd
old eng bulldog
rottweiler mix
silky terrier
braque francais
rhodesian ridgeback
mastiff tibetan
mastiff
argentino dogo
bearded collie
wirehair pt griffon
jack russel terrier
am toy terrier
am staff terrier
akita mix
sussex spaniel
flat coated retriev
fox terrier smooth
bulldog
malti-poo
great dane mix
nova scotia duck to
belg tervuren
bluetick coonhound
eng shepherd
staffordshire terri
norwich terrier
schnauzer giant
plott hound
dutch shepherd
cane corso
pudelpointer
redbone coonhound
affenpinscher
boykin spaniel
queensland heeler
teddy roose terrier
finnish lapphund
ibizan hound mix
eng toy terrier
toy fox terier
eng toy spaniel
tibetan terrier
french spaniel
petit basset griffo
eng coonhound
chien franc bl&oran
am water spaniel
griffon nivernais
feist treeing
clumber spaniel
dogue de bordeaux
polish hound
irish wolfhound
alas klee kai
scottish deerhound
w shepherd /ger sheph
.
black forest hound
treeing cur
ger pinscher
poodle med
bouvier des flandre
catalan sheepdog
alpine dachsbracke
iceland dog
dunker
gr swiss mtn dog
kooikerhondje
beagle harrier
catahoula leopard d
welsh springer span
field spaniel
kerry blue terrier
mountain feist
ger wirehair pointe
canadian eskimo dog
presa canario
fila brasileiro
cannan dog
patterdale terrier
picardy shepherd
tibetan spaniel
spinone italiano
leonberger
denmark feist
owczrek podhalan
japanese spitz
irish red&white set
jamthund
barbet
ger spitz
aus kelpie
min bull terrier
polish lowlnd sheep
maremma abbruze
bolognese
belg shepherd
karelian bear dog
halls heeler
pyrenean mastiff
neapolitan mastiff
bergamasco
boerboel
pumi
am black&tan coonho
carolina dog
jindo
